"Churned","Membership_Years","Signup_Quarter","Login_Frequency","Session_Duration_Avg","Total_Purchases","Days_Since_Last_purchase","Average_Order_Value","Cart_Abandonment_Rate","Customer_Service_calls","Returns_Rate","Discount_Usage_Rate","Product_Reviews_Written"
0,4.6,Q1,6.0,18.4,11.0,29.0,77.95,47.9,6.0,2.3,33.9,4.0
1,4.3,Q3,22.0,43.3,21.0,55.0,129.97,36.4,7.0,0.7,46.5,3.0
1,2.9,Q2,0.0,14.7,6.0,22.0,91.65,65.8,5.0,2.0,,1.0
0,0.6,Q1,17.0,30.1,17.0,,159.74,63.3,5.0,4.1,53.1,4.0
1,2.1,Q4,0.0,,11.700000000000001,64.0,79.85,67.6,13.0,6.3,36.0,0.0
0,2.9,Q1,23.0,45.7,20.0,,72.93,29.3,3.0,3.4,,5.0
1,1.4,Q3,5.0,17.1,4.0,13.0,91.39,71.1,10.0,13.7,67.8,2.0
0,0.5,Q2,10.0,,5.0,13.0,97.49,63.0,9.0,5.6,8.0,0.0
0,1.8,Q4,11.0,24.1,16.900000000000002,6.0,82.68,64.2,5.0,16.3,21.36,
0,1.4,Q4,6.0,22.4,5.2,4.0,72.99,81.8,4.0,2.1,61.8,2.0
0,1.3,Q4,10.0,38.8,28.6,17.0,234.79,44.8,2.0,3.4,67.8,7.0
0,0.9,Q2,6.0,27.7,16.0,44.0,123.75,52.5,9.0,3.2,,1.0
0,2.6,Q3,10.0,19.4,9.0,105.0,88.9,55.3,5.0,2.5,21.9,1.0
0,1.7,Q2,13.0,26.7,8.0,65.0,131.99,54.9,8.0,7.4,38.4,1.0
0,5.2,Q3,10.0,25.5,8.0,,138.57,53.4,5.0,5.3,24.4,1.0
0,0.9,Q4,10.0,22.1,7.800000000000001,73.0,227.97,70.4,3.0,3.1,59.279999999999994,2.0
0,2.1,Q2,20.0,47.3,21.0,20.0,139.32,47.9,5.0,9.7,57.0,6.0
0,8.0,Q3,19.0,23.9,20.0,95.0,88.9,52.6,5.0,7.8,30.6,5.0
0,3.1,Q4,9.0,46.4,18.2,25.0,104.9,60.9,7.0,1.4,56.52,8.0
1,1.5,Q3,0.0,19.6,4.0,56.0,126.92,81.2,6.0,2.3,52.5,1.0
0,2.2,Q4,30.0,45.0,26.0,46.0,169.83,22.9,3.0,6.3,6.24,5.0
0,2.0,Q3,11.0,37.2,19.0,65.0,125.64,63.4,5.0,12.9,44.6,
0,1.0,Q2,14.0,23.5,10.0,150.0,79.45,63.1,4.0,2.6,6.1,2.0
0,1.4,Q2,14.0,21.1,9.0,52.0,136.96,46.4,7.0,2.0,14.5,1.0
0,1.0,Q2,2.0,21.5,11.0,4.0,86.34,63.2,10.0,2.7,14.4,2.0
0,6.9,Q4,15.0,37.2,19.5,11.0,72.71,52.2,5.0,13.0,1.2,4.0
0,6.5,Q1,7.0,19.0,8.0,15.0,134.1,78.8,9.0,6.2,39.9,2.0
0,2.2,Q4,8.0,18.0,14.3,3.0,218.19,75.3,2.0,0.3,38.279999999999994,3.0
0,2.4,Q2,6.0,25.1,11.0,46.0,84.65,53.1,4.0,7.4,27.3,4.0
0,2.1,Q4,13.0,28.6,14.3,56.0,83.63,60.8,8.0,6.0,42.72,5.0
1,6.4,Q3,0.0,22.3,16.0,7.0,145.33,56.8,10.0,16.0,40.0,2.0
1,0.5,Q1,20.0,30.6,14.0,17.0,197.12,47.5,7.0,6.2,8.1,5.0
1,0.7,Q1,16.0,33.5,21.0,1.0,240.79,37.1,7.0,5.7,40.7,5.0
0,1.9,Q1,18.0,36.2,14.0,27.0,72.79,51.0,4.0,2.2,22.1,
1,0.3,Q3,16.0,27.6,11.0,27.0,153.3,69.0,9.0,4.9,11.9,4.0
0,4.0,Q1,6.0,17.2,6.0,17.0,133.85,75.3,4.0,5.1,30.9,0.0
0,2.7,Q3,7.0,27.5,8.0,49.0,169.3,52.5,6.0,,54.9,1.0
0,2.2,Q1,10.0,17.3,7.0,,106.54,54.9,2.0,0.5,65.8,0.0
0,7.8,Q2,6.0,26.4,9.0,13.0,137.23,76.8,7.0,5.0,20.4,2.0
0,2.2,Q3,18.0,44.1,24.0,64.0,142.17,34.1,4.0,17.1,37.8,4.0
0,0.5,Q4,8.0,28.5,18.2,58.0,276.17,52.7,5.0,3.3,55.68,3.0
0,3.8,Q3,22.0,34.6,14.0,34.0,103.72,35.9,7.0,,35.9,4.0
0,5.1,Q3,4.0,23.7,13.0,,88.46,48.7,0.0,10.2,12.4,
1,2.1,Q4,11.0,27.7,15.600000000000001,14.0,119.47,66.5,9.0,1.4,27.0,6.0
0,1.5,Q2,18.0,46.6,29.0,1.0,74.07,29.4,2.0,2.6,48.2,8.0
0,2.7,Q2,14.0,26.1,14.0,0.0,145.19,51.5,9.0,2.4,12.4,2.0
0,6.9,Q3,13.0,,-7.0,16.0,182.91,64.2,5.0,1.8,18.5,3.0
0,2.6,Q3,6.0,23.8,6.0,22.0,182.77,69.6,6.0,11.1,49.7,1.0
1,1.8,Q4,8.0,17.2,13.0,51.0,111.86,78.2,3.0,2.3,22.679999999999996,2.0
0,3.4,Q4,15.0,,13.0,27.0,101.46,66.7,7.0,,65.75999999999999,7.0
1,4.3,Q4,4.0,27.1,20.8,119.0,45.31,74.6,2.0,3.3,,2.0
0,2.5,Q2,12.0,14.4,8.0,98.0,167.57,47.4,5.0,6.9,,0.0
0,1.8,Q2,11.0,35.3,17.0,3.0,125.46,40.4,4.0,0.4,58.8,2.0
0,7.2,Q1,0.0,26.4,16.0,6.0,75.96,50.0,5.0,2.8,46.6,2.0
0,3.1,Q1,13.0,30.9,11.0,3.0,61.93,41.7,4.0,14.5,15.6,
1,4.1,Q4,12.0,29.4,11.700000000000001,7.0,72.84,53.4,3.0,6.8,47.879999999999995,1.0
0,10.0,Q4,36.0,43.5,27.3,22.0,130.04,38.4,3.0,12.3,69.96,4.0
1,5.8,Q3,14.0,25.1,8.0,28.0,155.69,86.5,3.0,5.7,14.8,
0,3.3,Q3,27.0,30.8,18.0,5.0,116.31,46.5,4.0,2.1,50.4,5.0
0,1.2,Q1,14.0,36.8,16.0,3.0,114.19,30.5,2.0,11.5,59.6,
0,5.6,Q3,10.0,23.8,7.0,23.0,128.05,37.6,11.0,7.2,47.8,0.0
1,3.0,Q2,16.0,28.2,19.0,84.0,184.16,59.5,9.0,9.5,53.4,5.0
0,2.0,Q4,21.0,32.1,20.8,1.0,140.83,48.8,3.0,13.6,47.279999999999994,6.0
0,2.2,Q3,0.0,16.4,6.0,74.0,81.35,55.5,4.0,11.3,54.7,5.0
0,9.7,Q4,2.0,,9.1,46.0,132.81,60.9,2.0,6.9,89.28,2.0
0,3.4,Q1,0.0,17.6,10.0,21.0,121.16,59.3,9.0,0.9,59.3,
0,3.0,Q1,21.0,39.2,18.0,29.0,89.52,57.3,3.0,2.3,68.7,6.0
0,2.5,Q2,24.0,53.9,23.0,2.0,81.25,36.6,3.0,1.7,51.1,
0,2.6,Q4,12.0,23.2,11.700000000000001,7.0,127.85,61.4,9.0,2.4,63.0,6.0
0,1.4,Q4,9.0,27.7,9.1,1.0,134.19,41.1,12.0,3.7,54.35999999999999,
0,3.7,Q1,14.0,31.3,16.0,11.0,109.29,42.8,3.0,15.6,61.5,5.0
0,5.1,Q2,12.0,30.7,9.0,82.0,126.46,71.0,9.0,2.1,67.4,
1,1.4,Q2,0.0,18.9,10.0,12.0,228.58,48.9,6.0,11.7,36.8,0.0
0,1.1,Q3,0.0,11.6,3.0,43.0,168.3,47.6,8.0,,,0.0
0,2.5,Q1,29.0,43.1,21.0,13.0,114.18,29.0,4.0,,17.9,7.0
1,5.4,Q2,6.0,15.8,2.0,85.0,89.3,75.4,4.0,12.4,50.5,0.0
1,2.7,Q1,1.0,14.9,7.0,101.0,164.6,73.0,4.0,,41.0,1.0
0,4.2,Q1,18.0,31.2,22.0,,158.47,28.6,1.0,1.9,55.9,3.0
0,4.6,Q2,16.0,36.1,15.0,9.0,104.0,67.8,4.0,16.5,32.1,6.0
0,4.2,Q2,22.0,43.2,23.0,6.0,61.0,38.9,6.0,3.5,21.0,10.0
0,3.2,Q1,7.0,24.0,16.0,2.0,175.44,52.3,2.0,6.5,51.9,1.0
1,2.2,Q3,0.0,7.0,8.0,91.0,119.91,59.4,11.0,6.4,37.2,1.0
0,0.8,Q3,1.0,24.0,6.0,20.0,62.94,75.0,7.0,4.6,,2.0
0,1.9,Q1,15.0,15.5,10.0,15.0,87.78,64.3,8.0,6.8,29.0,3.0
0,2.3,Q3,17.0,37.4,18.0,4.0,219.98,44.1,1.0,1.6,6.2,0.0
0,1.3,Q3,24.0,47.7,15.0,5.0,151.97,54.7,2.0,8.0,39.3,5.0
0,1.1,Q1,0.0,11.4,10.0,27.0,150.57,72.1,5.0,1.7,,0.0
0,0.5,Q4,9.0,16.1,14.3,1.0,122.94,77.2,8.0,1.2,17.04,4.0
0,1.9,Q4,11.0,21.5,18.2,34.0,121.68,42.4,3.0,2.1,41.04,3.0
1,1.9,Q3,9.0,23.4,17.0,10.0,163.4,50.4,5.0,3.7,22.9,0.0
0,1.5,Q3,15.0,35.2,17.0,38.0,90.46,39.1,5.0,11.2,,6.0
0,3.9,Q3,0.0,11.9,4.0,10.0,79.47,60.6,5.0,0.8,66.2,1.0
0,0.1,Q4,9.0,13.0,2.6,6.0,200.73,78.0,5.0,,2.16,0.0
0,1.5,Q1,4.0,23.5,7.0,55.0,151.16,58.4,7.0,7.6,40.4,0.0
0,0.7,Q2,12.0,25.8,7.0,35.0,138.35,69.7,9.0,3.2,,1.0
1,3.0,Q4,2.0,13.5,7.800000000000001,22.0,101.23,72.9,7.0,21.2,22.2,1.0
1,7.4,Q1,29.0,38.0,13.0,0.0,250.77,54.4,7.0,3.0,58.4,0.0
0,4.0,Q1,0.0,,8.0,7.0,78.31,62.2,10.0,1.4,1.2,1.0
1,2.3,Q2,6.0,15.3,4.0,2.0,73.22,82.0,,,33.4,0.0
1,1.7,Q3,5.0,28.1,10.0,38.0,217.46,56.7,7.0,4.9,8.2,7.0
1,4.4,Q2,1.0,,10.0,5.0,139.11,72.0,6.0,0.7,,1.0
0,3.0,Q4,11.0,24.8,19.5,21.0,99.72,70.6,7.0,6.2,96.84,3.0
1,3.9,Q3,18.0,42.8,14.0,1.0,95.98,40.0,4.0,7.6,42.1,3.0
1,1.0,Q4,19.0,39.2,26.0,9.0,83.52,36.3,3.0,5.3,23.52,9.0
0,0.6,Q2,8.0,34.0,13.0,15.0,205.26,51.7,4.0,9.8,42.6,4.0
0,0.7,Q4,25.0,37.0,18.2,,96.41,55.8,4.0,2.3,60.12,2.0
0,2.4,Q1,10.0,21.6,16.0,12.0,89.93,74.9,5.0,12.0,66.2,2.0
1,4.5,Q3,3.0,24.2,14.0,18.0,265.31,57.7,6.0,4.7,15.9,4.0
1,5.4,Q4,14.0,23.0,19.5,4.0,48.47,61.4,12.0,0.5,56.04,1.0
0,0.1,Q2,15.0,32.1,20.0,6.0,125.76,49.1,0.0,10.4,49.9,8.0
1,0.5,Q3,2.0,12.6,13.0,75.0,93.15,67.1,10.0,12.0,20.1,1.0
1,2.7,Q1,9.0,19.3,16.0,6.0,168.71,45.1,6.0,2.3,76.1,3.0
0,1.7,Q3,7.0,15.3,8.0,35.0,84.63,63.7,5.0,4.4,33.7,3.0
0,4.2,Q3,15.0,30.9,24.0,73.0,131.97,44.5,2.0,8.4,12.4,9.0
1,0.8,Q4,13.0,21.1,15.600000000000001,18.0,211.41,66.7,6.0,0.4,29.879999999999995,4.0
1,3.5,Q1,11.0,4.5,3.0,,133.25,82.5,6.0,8.8,10.3,0.0
0,1.3,Q4,4.0,24.0,5.2,1.0,250.26,71.1,8.0,6.7,,0.0
0,2.0,Q4,20.0,36.8,20.8,15.0,164.98,48.8,3.0,7.6,,3.0
0,8.9,Q3,6.0,15.7,5.0,4.0,81.43,62.3,4.0,8.2,50.4,0.0
1,3.0,Q4,0.0,16.0,9.1,24.0,132.35,84.2,4.0,6.4,29.639999999999997,3.0
1,1.7,Q4,1.0,25.6,13.0,118.0,128.41,58.0,8.0,2.4,68.52,2.0
0,2.8,Q4,3.0,12.5,10.4,47.0,44.15,62.2,10.0,4.1,36.839999999999996,2.0
0,2.5,Q1,9.0,34.4,10.0,14.0,50.53,50.4,9.0,0.8,12.7,4.0
1,1.9,Q1,0.0,11.0,6.0,22.0,54.52,63.3,9.0,4.5,58.1,1.0
0,0.7,Q1,11.0,21.4,12.0,39.0,75.74,44.4,8.0,10.0,63.0,2.0
1,3.1,Q1,0.0,24.8,12.0,4.0,110.97,79.2,9.0,4.0,16.0,4.0
0,0.7,Q2,4.0,27.0,6.0,32.0,86.66,75.9,7.0,,55.5,3.0
0,5.2,Q4,20.0,40.0,26.0,42.0,100.23,46.9,5.0,8.4,,4.0
1,0.9,Q1,0.0,14.7,2.0,33.0,85.98,84.2,7.0,13.7,13.6,1.0
0,3.8,Q3,16.0,33.6,15.0,57.0,100.42,45.6,5.0,1.6,29.3,3.0
0,3.3,Q2,16.0,17.7,16.0,,87.51,88.6,6.0,1.0,33.2,3.0
0,2.2,Q2,9.0,11.2,4.0,9.0,121.72,59.4,9.0,6.3,32.9,1.0
0,8.8,Q3,14.0,38.0,16.0,36.0,95.98,40.6,6.0,,30.2,3.0
0,1.2,Q3,11.0,44.0,13.0,26.0,107.42,45.8,11.0,6.1,34.8,8.0
0,0.9,Q1,12.0,,11.0,21.0,116.8,76.5,6.0,8.7,67.1,4.0
1,1.6,Q3,7.0,17.9,8.0,24.0,131.93,80.3,9.0,3.2,,0.0
0,10.0,Q3,20.0,49.0,26.0,38.0,91.94,21.4,5.0,7.0,86.5,
0,5.0,Q3,0.0,16.9,10.0,11.0,112.66,68.0,6.0,20.9,,2.0
1,5.4,Q4,11.0,26.2,18.2,39.0,184.14,60.9,6.0,1.4,65.75999999999999,3.0
0,3.6,Q4,4.0,14.1,3.9000000000000004,13.0,74.78,57.6,6.0,3.7,36.239999999999995,2.0
0,3.5,Q4,7.0,37.6,10.4,7.0,109.31,69.1,1.0,2.9,86.75999999999999,5.0
1,2.2,Q2,0.0,13.3,9.0,42.0,62.38,94.9,8.0,0.9,12.8,1.0
0,1.6,Q4,9.0,19.5,13.0,4.0,109.05,65.7,5.0,2.9,34.44,1.0
0,2.4,Q2,14.0,23.9,9.0,2.0,127.14,58.6,6.0,10.2,39.1,3.0
1,4.8,Q2,5.0,28.5,11.0,58.0,149.85,62.8,6.0,9.2,32.7,2.0
0,3.7,Q2,23.0,41.9,17.0,0.0,112.11,23.7,5.0,5.2,6.4,10.0
1,4.4,Q3,3.0,22.7,7.0,11.0,102.72,68.2,13.0,16.3,,3.0
1,1.1,Q4,7.0,7.5,2.6,14.0,61.38,99.2,9.0,12.0,27.84,1.0
0,6.3,Q4,22.0,39.0,18.2,3.0,147.32,58.0,3.0,3.9,21.96,1.0
0,1.2,Q1,24.0,45.3,18.0,24.0,122.77,45.4,2.0,0.8,58.8,6.0
0,0.5,Q2,12.0,25.3,11.0,55.0,168.74,65.8,4.0,4.2,49.6,3.0
0,5.0,Q4,7.0,34.5,16.900000000000002,56.0,78.17,58.9,6.0,10.2,75.36,5.0
1,3.8,Q1,27.0,39.6,22.0,8.0,135.35,17.2,4.0,2.4,32.3,7.0
0,3.0,Q2,11.0,,9.0,65.0,98.6,90.0,6.0,7.8,,2.0
0,2.0,Q3,8.0,24.9,11.0,29.0,132.59,49.2,5.0,1.2,45.0,3.0
0,1.0,Q4,35.0,56.1,31.200000000000003,11.0,131.76,19.9,5.0,11.7,97.2,8.0
0,4.9,Q3,10.0,,7.0,5.0,107.56,66.8,5.0,7.5,31.1,1.0
0,1.7,Q1,15.0,25.8,13.0,0.0,108.95,44.0,6.0,8.7,9.9,5.0
0,2.7,Q1,8.0,15.8,8.0,2.0,90.75,67.5,8.0,7.7,43.2,3.0
0,4.2,Q2,15.0,45.2,22.0,6.0,129.35,42.3,3.0,11.8,26.1,4.0
0,2.4,Q4,17.0,30.7,23.400000000000002,39.0,123.68,44.6,3.0,1.7,3.12,2.0
1,2.8,Q2,0.0,18.3,10.0,47.0,85.95,72.5,5.0,15.6,13.6,2.0
0,3.6,Q1,23.0,27.4,19.0,8.0,100.38,39.9,3.0,9.4,81.3,6.0
1,1.6,Q2,0.0,10.4,4.0,28.0,201.47,80.0,4.0,7.9,35.9,0.0
1,3.6,Q2,9.0,19.4,10.0,25.0,101.51,64.0,3.0,29.4,69.5,1.0
0,3.5,Q2,17.0,39.1,26.0,0.0,99.08,37.8,4.0,,60.1,1.0
0,2.4,Q4,20.0,33.4,15.600000000000001,18.0,56.38,52.6,5.0,4.3,17.52,4.0
0,1.2,Q1,3.0,15.6,13.0,9.0,79.95,73.6,6.0,3.4,,0.0
1,2.4,Q1,0.0,,3.0,,119.97,88.5,8.0,3.9,69.0,
0,2.1,Q4,15.0,28.1,19.5,15.0,89.08,72.4,10.0,20.0,73.2,3.0
0,2.1,Q4,5.0,,5.2,8.0,108.15,72.0,6.0,3.8,21.0,0.0
0,2.4,Q1,5.0,14.7,6.0,22.0,157.84,48.2,4.0,3.5,46.2,0.0
0,1.5,Q1,23.0,37.5,19.0,15.0,53.21,43.2,3.0,7.5,16.1,3.0
0,7.6,Q4,11.0,28.9,10.4,22.0,147.46,76.1,6.0,2.8,27.12,4.0
0,2.5,Q3,3.0,25.6,11.0,3.0,141.45,59.5,3.0,1.1,1.6,1.0
0,2.4,Q1,10.0,34.5,16.0,5.0,155.83,46.1,5.0,5.0,55.2,5.0
1,2.2,Q3,12.0,27.1,9.0,88.0,93.08,66.5,12.0,9.7,10.2,3.0
0,7.7,Q1,5.0,14.0,14.0,4.0,92.65,73.2,6.0,1.8,19.9,3.0
0,0.9,Q3,11.0,29.2,12.0,25.0,143.34,48.4,3.0,16.7,50.9,5.0
0,0.5,Q4,15.0,37.0,14.3,112.0,87.57,32.5,7.0,1.8,42.35999999999999,1.0
1,1.4,Q1,15.0,30.4,15.0,12.0,132.02,44.7,8.0,,,3.0
1,0.6,Q2,12.0,34.4,18.0,31.0,95.77,50.4,6.0,3.3,68.3,1.0
0,2.8,Q3,17.0,33.4,16.0,15.0,122.63,59.9,6.0,20.5,13.5,1.0
0,5.0,Q2,19.0,30.7,12.0,7.0,192.45,45.8,6.0,4.6,45.5,5.0
1,3.0,Q1,15.0,,18.0,21.0,113.46,67.7,9.0,3.3,47.2,6.0
1,5.1,Q1,6.0,24.9,10.0,22.0,78.6,79.1,5.0,2.4,25.9,0.0
0,5.0,Q1,9.0,26.6,10.0,1.0,261.09,55.5,2.0,5.0,22.3,2.0
0,2.0,Q1,13.0,35.0,22.0,,95.01,30.6,2.0,12.2,75.0,4.0
0,5.1,Q4,16.0,39.8,24.7,32.0,120.82,47.4,5.0,2.2,65.04,3.0
0,1.7,Q4,7.0,23.8,19.5,,43.37,65.2,5.0,4.1,54.35999999999999,4.0
0,4.3,Q4,12.0,30.8,16.900000000000002,12.0,79.94,56.2,2.0,0.2,46.32,3.0
0,1.2,Q2,14.0,22.9,20.0,19.0,112.24,79.0,5.0,9.4,,3.0
1,2.1,Q3,8.0,,7.0,63.0,140.07,72.6,6.0,1.7,64.5,0.0
0,3.2,Q2,12.0,31.6,9.0,32.0,159.74,62.8,6.0,4.6,13.0,4.0
0,3.4,Q3,19.0,28.3,14.0,15.0,68.66,56.2,10.0,15.7,32.6,
0,5.0,Q1,11.0,41.3,15.0,8.0,69.66,34.9,2.0,0.1,42.0,3.0
0,3.8,Q3,21.0,45.8,22.0,77.0,113.87,38.8,2.0,16.3,44.0,2.0
0,1.8,Q1,26.0,43.4,18.0,7.0,99.52,20.5,4.0,,48.5,6.0
1,0.1,Q1,11.0,15.4,4.0,47.0,231.84,52.1,10.0,,30.7,1.0
0,1.7,Q4,10.0,20.5,11.700000000000001,37.0,119.38,72.9,8.0,,55.440000000000005,3.0
0,1.4,Q2,15.0,,17.0,36.0,71.85,65.7,5.0,2.1,,4.0
1,0.6,Q1,18.0,27.7,9.0,22.0,221.58,71.5,6.0,3.4,30.5,7.0
1,1.0,Q3,19.0,33.4,12.0,10.0,87.19,56.6,6.0,2.1,12.7,
0,0.3,Q2,1.0,17.2,7.0,6.0,121.13,52.9,10.0,4.0,42.7,1.0
0,2.1,Q3,10.0,12.4,8.0,9.0,116.33,47.2,7.0,7.0,27.4,2.0
0,6.7,Q2,15.0,23.2,21.0,3.0,82.66,42.7,10.0,3.2,26.4,1.0
1,8.1,Q4,1.0,,6.5,41.0,185.18,72.8,6.0,4.9,14.879999999999999,0.0
0,0.4,Q1,4.0,25.3,13.0,69.0,103.2,59.9,6.0,,,7.0
1,7.4,Q2,0.0,15.4,5.0,17.0,91.36,72.3,10.0,4.8,,0.0
1,0.6,Q1,14.0,26.0,16.0,19.0,135.17,50.9,7.0,2.5,40.6,1.0
0,1.6,Q4,15.0,33.2,15.600000000000001,,109.82,54.3,8.0,16.5,24.84,3.0
1,2.2,Q3,15.0,21.9,17.0,4.0,182.32,66.7,6.0,4.2,15.4,2.0
0,4.6,Q1,24.0,50.6,18.0,42.0,72.96,45.3,7.0,18.0,71.2,5.0
0,3.9,Q1,6.0,33.8,12.0,23.0,152.35,62.1,2.0,2.9,16.6,4.0
0,2.0,Q3,29.0,47.7,22.0,61.0,72.33,23.7,2.0,3.1,18.9,8.0
1,1.7,Q1,8.0,20.2,5.0,135.0,76.98,80.2,10.0,12.7,72.1,1.0
0,2.4,Q1,14.0,25.6,8.0,50.0,86.73,64.0,,2.0,51.9,3.0
0,3.3,Q3,13.0,24.4,6.0,7.0,193.37,77.2,6.0,1.1,57.4,4.0
0,0.9,Q1,24.0,38.1,17.0,31.0,184.16,35.9,3.0,2.9,63.3,5.0
1,2.4,Q2,0.0,11.0,10.0,8.0,175.07,58.9,9.0,,41.8,0.0
0,7.9,Q1,18.0,30.5,18.0,2.0,100.68,49.8,7.0,0.8,12.1,7.0
0,1.6,Q2,12.0,27.2,10.0,,139.4,90.2,4.0,5.2,42.8,3.0
1,1.4,Q3,14.0,27.3,15.0,34.0,96.64,42.6,6.0,2.3,75.6,6.0
0,2.3,Q4,11.0,18.9,7.800000000000001,6.0,237.46,78.9,7.0,,22.08,0.0
1,2.6,Q4,6.0,27.7,18.2,23.0,137.22,65.8,2.0,17.2,35.04,1.0
0,1.4,Q2,17.0,42.3,23.0,35.0,216.91,27.1,3.0,2.8,30.8,7.0
0,7.6,Q1,13.0,39.3,16.0,,94.0,57.2,4.0,3.2,32.0,3.0
1,1.3,Q2,19.0,25.8,19.0,38.0,107.07,53.7,7.0,6.7,72.4,6.0
1,0.8,Q3,1.0,20.9,5.0,71.0,82.39,66.7,4.0,8.0,15.5,2.0
0,0.9,Q1,16.0,27.8,11.0,3.0,112.81,51.6,6.0,3.3,43.8,
0,2.6,Q2,9.0,16.2,6.0,26.0,120.48,67.0,7.0,10.0,49.7,4.0
0,2.7,Q4,12.0,25.9,14.3,3.0,133.71,59.5,6.0,3.5,49.68,2.0
0,2.7,Q3,9.0,32.3,17.0,6.0,58.67,35.4,1.0,4.1,48.0,2.0
0,2.8,Q4,2.0,16.2,9.1,5.0,172.57,56.6,7.0,10.0,33.239999999999995,2.0
0,2.1,Q4,1.0,17.3,14.3,11.0,149.05,68.2,10.0,6.6,62.279999999999994,5.0
0,1.7,Q3,12.0,18.1,9.0,25.0,101.93,57.5,3.0,7.3,45.3,0.0
0,3.8,Q3,19.0,,13.0,10.0,76.84,65.3,8.0,3.6,19.2,2.0
1,6.6,Q1,18.0,42.4,18.0,76.0,89.08,35.5,3.0,,29.4,2.0
0,1.8,Q4,23.0,31.4,20.8,49.0,127.17,52.7,4.0,7.5,,9.0
1,3.0,Q4,0.0,19.3,6.5,48.0,139.78,82.9,3.0,5.6,68.52,0.0
1,1.6,Q1,20.0,22.7,10.0,,182.04,52.8,7.0,5.2,41.2,1.0
0,1.5,Q3,17.0,26.2,17.0,9.0,69.18,50.2,6.0,8.1,14.1,
0,9.6,Q2,12.0,26.7,16.0,23.0,96.07,44.4,5.0,2.9,41.2,5.0
1,4.1,Q1,19.0,44.4,16.0,15.0,118.09,58.6,5.0,9.5,28.1,5.0
1,2.1,Q1,14.0,24.5,8.0,,73.5,69.8,6.0,6.9,,1.0
0,2.4,Q4,22.0,34.2,20.8,20.0,151.26,34.4,5.0,3.9,83.88000000000001,2.0
0,1.3,Q3,19.0,31.5,22.0,24.0,113.89,38.2,3.0,12.8,,3.0
0,3.3,Q2,16.0,29.5,7.0,14.0,70.06,71.5,4.0,,51.1,1.0
1,4.5,Q1,14.0,25.2,14.0,59.0,144.29,57.3,3.0,12.7,51.6,3.0
1,3.3,Q4,3.0,20.6,10.4,78.0,83.14,51.5,6.0,3.6,20.88,0.0
0,10.0,Q1,17.0,34.2,17.0,73.0,83.63,39.5,1.0,1.5,45.7,3.0
0,7.2,Q2,4.0,,9.0,24.0,148.13,66.3,7.0,5.9,,6.0
0,5.1,Q1,8.0,24.8,11.0,16.0,134.98,63.1,5.0,,76.7,1.0
0,9.5,Q1,0.0,26.2,8.0,5.0,108.87,61.8,5.0,12.6,58.7,1.0
0,4.1,Q1,0.0,22.5,6.0,36.0,197.47,67.7,4.0,1.7,37.5,2.0
1,2.8,Q2,16.0,25.6,15.0,27.0,181.78,59.1,6.0,9.5,44.5,2.0
1,2.3,Q2,10.0,10.7,5.0,38.0,131.8,59.1,6.0,0.6,77.1,0.0
1,0.6,Q2,22.0,41.2,17.0,15.0,138.29,37.0,8.0,5.2,42.2,9.0
0,5.7,Q2,11.0,17.9,10.0,14.0,76.46,54.8,5.0,2.8,20.1,4.0
0,2.8,Q1,2.0,26.8,11.0,16.0,116.57,63.9,5.0,,49.0,1.0
0,3.1,Q3,12.0,25.0,10.0,16.0,149.53,62.4,5.0,8.1,,
0,2.7,Q3,0.0,,8.0,22.0,133.45,88.6,4.0,4.1,86.6,0.0
0,4.6,Q4,10.0,29.5,13.0,,89.06,72.8,3.0,6.9,82.68,3.0
0,2.9,Q3,9.0,23.6,7.0,,82.87,66.6,5.0,6.9,61.3,2.0
0,1.9,Q1,16.0,28.8,15.0,69.0,130.39,54.1,7.0,2.8,26.2,5.0
0,3.9,Q1,11.0,29.3,14.0,14.0,64.39,63.6,5.0,16.2,35.1,2.0
1,3.0,Q4,3.0,,9.1,3.0,156.11,87.5,6.0,5.0,70.44,1.0
0,4.5,Q2,14.0,35.2,11.0,54.0,119.36,61.2,4.0,13.7,55.9,4.0
0,2.9,Q4,17.0,18.6,9.1,42.0,98.59,65.7,12.0,19.9,69.84,
0,2.8,Q1,19.0,46.0,19.0,155.0,175.46,44.6,1.0,7.4,16.7,4.0
0,4.5,Q2,0.0,28.5,15.0,8.0,198.98,62.7,5.0,1.0,20.7,2.0
0,2.8,Q1,23.0,54.8,23.0,9.0,154.7,36.9,0.0,21.5,36.9,7.0
0,10.0,Q4,10.0,24.8,13.0,8.0,131.35,63.5,3.0,,,3.0
0,1.0,Q1,8.0,25.5,8.0,,71.94,52.3,3.0,4.2,20.2,2.0
0,2.7,Q3,20.0,25.1,12.0,17.0,197.24,64.2,3.0,16.6,58.7,5.0
0,0.5,Q3,10.0,37.2,10.0,18.0,83.83,45.5,4.0,3.3,52.1,5.0
0,0.7,Q3,11.0,29.8,14.0,29.0,183.54,70.9,5.0,1.6,21.0,5.0
0,4.2,Q1,2.0,18.7,5.0,15.0,84.84,68.6,6.0,6.7,16.9,4.0
0,1.7,Q2,9.0,29.1,21.0,39.0,78.24,64.4,2.0,11.7,23.8,4.0
0,2.6,Q3,11.0,,20.0,5.0,85.67,76.2,4.0,3.1,28.1,6.0
0,0.6,Q1,10.0,31.8,14.0,105.0,80.6,83.0,5.0,0.4,58.3,0.0
